encompass_id,name,action
10597,BEAMER BP #4,create
10598,XPRESS FOOD MART (CALHOUN),create
10607,BEE HIVE FOOD MARKET,create
10615,TEAM TEXACO,create
10618,BELLS FERRY EXXON,create
10747,EAGLE MART,create
10862,SHORTER BP,create
10927,ZCH INVESTMENT LLC,create
11123,C & C FOOD (SHELL),create
11155,CALHOUN FOOD & TOBACCO,create
11203,CARTERSVILLE BEVERAGE CENTER2,create
11223,CEDAR DISCOUNT FOOD,create
11224,WESTERN WAY CHEVRON,create
11225,CEDARTOWN GROCERY AND TOBACCO,create
11226,CEDARTOWN TOBACCO MART,create
11244,CHAPMAN SHOPPETTE,create
11248,CHARLIE'S BEER & WINE II,create
11336,CHEVRON FOOD MART HWY 411,create
11364,CHEVRON FOOD MART (BAKER RD),create
11444,CHEVRON MART,create
11517,CIRCLE K #2008,create
11727,76 ON 92,create
11759,TEXACOMART (HWY 20),create
11848,4LIK INC,create
11851,COASTAL FOOD STORE,create
11872,SONNY USA LLC,create
11906,FOOD AND TOBACCO,create
11909,CONOCO (WINDY RIDGE),create
11938,COOT'S LAKE STATION,create
11982,COUNTRY CORNER,create
12054,COUNTRY SPIRITS 41,create
12136,CROSSROADS GROCERY,create
12142,SUNRISE MARKET 101,create
12179,CVS #2105,create
12198,CVS #2236,create
12210,CVS #2470,create
12227,CVS #3392,create
12238,CVS #3770,create
12281,CVS #4506,create
12363,CVS #5356,create
12368,CVS #5417,create
12404,CVS #7245,create
12406,CVS #7273,create
12418,CVS #7701,create
12424,CVS #7736,create
12460,AMPLE ENTERPRISES INC. (CHEVRON),create
12462,FAST TRACK,create
12490,ROCKMART HWY FOOD MART LLC,create
12569,ANS 786 MOBIL,create
12655,DUNN'S FOOD STORE #1,create
12886,EXXON (CASSVILLE WHITE),create
12945,ELM ST. FOOD & BEVERAGE,create
13058,TEXACO (HICKORY FLAT),create
13088,TEXACO (HWY 20 SE),create
13459,FOOD MART BP,create
13624,GET & FLY FOOD MART,create
13924,SUPER GRANDS,create
13936,GRANT'S COUNTRY STORE,create
13946,GREEN'S COUNTRY STORE,create
14095,HILL TOP BEVERAGE,create
14120,HOLLY SPRINGS EXXON,create
14189,INGLES #036,create
14192,INGLES #411,create
14207,INGLES #476,create
14219,INGLES #096,create
14292,SAVE A LOT MARATHON,create
14411,JOE'S TEXACO,create
14523,KAY WAY INC.,create
14530,KCS AMERI-MART,create
14607,KROGER #291,create
14661,KROGER #393,create
14667,KROGER #402,create
14670,KROGER #408,create
14685,KROGER #429,create
14686,KROGER #430,create
14697,KROGER #442,create
14712,KROGER #463,create
14756,KROGER #667,create
14760,PARMAN UNITED,create
14775,KWIK WAY FOOD,create
14784,KWIKWAY FOOD STORE,create
14843,ANDY USA LLC DBA LAKESIDE CROSSING,create
14887,LEE'S GROCERY,create
14977,LOST CREEK ONE STOP,create
14988,LOVING RD. STOP N GO,create
15038,CROSS ROAD FOOD MART,create
15061,MAIN STOP MARKET,create
15086,MAPLE QUICK STOP,create
15446,WOODSTOCK CHEVRON,create
15745,PANTRY #3518,create
15746,CIRCLE K #2723519,create
15770,PANTRY #3549,create
15772,PANTRY #3551,create
15775,PANTRY #3554,create
15783,CIRCLE K (CEDARTOWN HWY),create
15850,PARK PLAZA SHOPPETTE,create
15878,PARKWAY CONOCO,create
15890,PARTY TIME BEVERAGE,create
16024,PILOT #06700,create
16100,CEDARTOWN 1668 LLC,create
16176,PUBLIX #463,create
16212,PUBLIX #554,create
16220,PUBLIX #566,create
16226,PUBLIX #593,create
16237,PUBLIX #624,create
16251,PUBLIX #694,create
16270,PUBLIX #764,create
16293,PUBLIX #880,create
16385,QT #757,create
16404,QT #779,create
16405,QT #781,create
16416,QT #792,create
16417,QT #793,create
16447,SMART FOOD MART #1,create
16449,FOOD MART (CHEVRON),create
16531,QUICK SHOP #3 (MARATHON),create
16544,KWIK STOP (N MAIN ST),create
16589,RACETRAC #118,create
16638,RACETRAC #538,create
16639,RACETRAC #543,create
16651,RACETRAC #652,create
16872,S & H CITGO,create
16971,SAV-A-TON (CEDARTOWN),create
16975,CHEVRON EXPRESS,create
17046,SCOTT'S COUNTRY STORE #1,create
17047,CHEVRON COUNTRY STORE,create
17277,NAMASTE LLC (CITGO FOOD MART),create
17291,SHORT & EASY FOOD MART,create
17300,SHORT STOP MYSTIC,create
17303,SHORT TRIP CITGO,create
17304,SHORT WAY SHELL,create
17365,SMART MART #1 (CEDARTOWN),create
17685,TARGET #1780,create
17699,SWEETWATER CORNER,create
17739,T & L BOTTLE SHOP,create
17808,TARGET #0969,create
17829,TERRY'S VALUE MART (CITGO),create
17831,TEXACO #117,create
17903,SHELL FOOD MART (HWY 20),create
18069,MACEDONIA FOOD STORE INC (CUMMING),create
18089,THE ROCK STORE,create
18209,TOWNLAKE BP,create
18218,TRAVEL AMERICA #146,create
18231,TRIPLE B ONE STOP,create
18240,TROUTS BEVERAGE #2,create
18500,WALGREENS #06461,create
18521,WALGREENS #07338,create
18522,WALGREENS #07340,create
18536,WALKER MTN STORE,create
18541,WALMART SUPERCENTER #1070,create
18551,WALMART SUPERCENTER #1215,create
18591,WALMART SUPERCENTER #518,create
18598,WALMART SUPERCENTER #615,create
18599,WALMART SUPERCENTER #658,create
18603,WALMART SUPERCENTER #727,create
18625,WAREHOUSE BEVERAGE CENTER,create
18818,COSTAL TEXACO FOOD MART,create
18841,BP FOOD MART (OLD MILL),create
18859,WALGREENS #07199,create
18861,DEWAN LLC HWY 411 TRUCK STOP,create
18872,CITGO FOOD MART (JOE FRANK HARRIS PKWY),create
18886,SOUTH CANTON CHEVRON (MARIETTA HWY),create
18953,HICKORY ROAD MARKET,create
18954,QUICK PICK FOOD MART (WALESKA ST),create
18959,PUBLIX #1064,create
19057,FOOD LION #0907,create
19066,FOOD LION #1288,create
19072,FOOD LION #1696,create
20019,TROUTS #1,create
20064,PANTRY #3537,create
20118,DIAMOND10124 INC,create
20123,WALGREENS #07764,create
20209,INGLES #076,create
20220,VALLEY MGMT,create
20228,CITGO FOOD MART (ALABAMA HWY NW),create
20289,E&A FUEL EXXON,create
20339,WALMART SUPERCENTER #5151,create
20367,CITGO (HWY 113 SW STE B),create
20368,SHELL MAIN ST.,create
20875,BARTOW FOOD MART,create
20878,MILL STREET MARKET,create
20944,TNT PACKAGE,create
21043,EVANS STORE,create
21113,BOTTLE & BASKET,create
21188,WALMART SUPERCENTER #5275,create
21213,PUBLIX #1096,create
21328,DUNN'S #2,create
21343,COWBOY'S FOOD MART #69,create
21345,KROGER #620,create
21416,TOADS BEVERAGE CO.,create
21437,AMOCO WEST MARKET,create
21445,PANTRY #3655,create
21455,CIRCLE K,create
21457,PANTRY #3647,create
21458,PANTRY #3659,create
21468,PANTRY #3653,create
21470,CIRCLE K #3683,create
21471,CIRCLE K #3675,create
21476,PANTRY #3637,create
21479,PANTRY #3639,create
21506,FOOTHILLS CHEVRON,create
21525,CIRCLE K #2723651,create
21543,AMERIMART #5 - SHELL,create
21561,CHEERS PARTY SHOP,create
21609,WELCOME FOODMART,create
21634,REDBUD GROCERY & TOBACCO,create
21652,TOWNSQUARE WINE & SPIRITS,create
21665,CVS #6012,create
21673,FOOD LION #2615,create
21677,THE CORNER MARKET STORE,create
21696,KROGER #634,create
21731,CHEVRON AT CANTON,create
21742,ROME FOODMART #5,create
21789,APPALACHIAN BEVERAGE WAREHOUSE,create
21825,GAS-N-GO,create
21826,COPPER PANTRY,create
21853,MOUNTAIN EXPRESS OIL #108,create
21867,HANDY ANDY (PIEDMONT AVE),create
21889,REDBUD BP INC.,create
21928,S&Z GROCERY,create
21977,JORDANS QUICK MART,create
21986,WEST END GENERAL STORE,create
21988,JORDAN'S PACKAGE,create
22009,SUNOCO,create
22018,ROZY FOOD MART,create
22059,DUNNS #1,create
22086,GARDEN LAKES FOOD MART,create
22088,CITGO FUEL CENTER,create
22136,INGLES #098,create
22276,FAST TRIP #2,create
22283,KANGAROO EXPRESS (CEDARTOWN HWY),create
22297,MOUNTAIN VIEW SHELL,create
22401,FABER-OK CORRAL,create
22507,FOOD DEPOT #39,create
22573,SUNOCO FOOD MART (MAPLE AVE SW),create
22641,SQUARES 106 (ELM ST),create
22668,TRIANGLE FOODS,create
22726,STOP N SHOP (S MAIN ST),create
22784,TOWN & COUNTRY FOODS (DEWS POND),create
22855,MORELOS SUPERMARKET,create
22907,SILVER CREEK MINI MART,create
22943,RYDAL GROCERY,create
23059,MURPHY OIL #6887,create
23094,MURPHY OIL #7323,create
23160,CEDARTOWN LIQUOR,create
23195,FFF/MAPCO #3509,create
23200,LOWE'S FOODS #289,create
23210,INGLES #437,create
23247,INGLES #453,create
23433,KNIGHTS SHELL,create
23555,MURPHY OIL #5360,create
23564,BERRIE MART,create
23732,MURPHY OIL #5503,create
23735,WALGREENS #10121,create
23765,CAMILLE'S CORNER,create
23831,TURBO TANZ,create
23857,JASPER FOOD MART (HWY 53 W),create
23896,INGLES #409,create
24003,PARK PLACE,create
24051,SUPER 7 FOODMART,create
24061,RIVERSTONE TEXACO,create
24093,ACWORTH TOBACCO & LIQUOR,create
24096,WALESKA SUPER THRIFT INC.,create
24165,FM/MAPCO #3606,create
24252,FM/MAPCO #3608,create
24256,SMART MART ROCKMART,create
24275,KINGSTON GROCERY,create
24282,FFF/MAPCO #3600,create
24306,ONE STOP PACKAGE DEPOT,create
24366,CALHOUN QUICK STOP,create
24416,"AIRPORT GROCERY, INC.",create
24473,CHEVRON FOOD MART - BALLGROUND,create
24488,QTM,create
24514,ALLENS MART,create
24523,R&L FOOD MART,create
24526,TNH FOODMART,create
24527,WALMART SUPERCENTER #4409,create
24686,VALERO (BELLS FERRY ROAD),create
24704,WALGREENS #09981,create
24754,RIVERSTONE EXXON,create
24760,WALGREENS #09749,create
24798,EAST ROME BEVERAGE,create
24842,ORCHARD JUNCTION,create
24857,TAZO FOOD MART,create
24866,EZ STOP (ROCKMART RD),create
24998,"II AYUSHI, LLC DBA THE GRANDS",create
25007,JUST CHILL,create
25027,MURPHY OIL #7735,create
25120,HAPPY ONE STOP,create
25133,MR. C'S (ARMUCHEE),create
25137,SOUTHERN PRIDE #2 (ROCKMART RD SE),create
25241,KINGSTON HWY QUICKMART,create
25270,BURNT HICKORY FOOD MARKET,create
25329,ANIGHT FOOD MART,create
25395,BP FOOD MART (CASSVILLE RD),create
25420,SUPER LATINO FOODS,create
25477,MOUNTAIN EXPRESS -BF,create
25509,PUBLIX #1184,create
25536,SCANTS CORNER PACKAGE STORE,create
25555,ROME LIQUOR & TOBACCO,create
25566,19TH HOLE,create
25577,RED TOP SUNOCO,create
25579,BALL GROUND CHEVRON,create
25696,EXXON QUIK WAY #180,create
25771,EMERSON MINI MART,create
25778,BALA FOOD MART,create
25816,STOP N GO (EUHARLEE RD),create
25880,REDS COUNTRY STORE,create
25926,SHELL FOOD MART (1ST AVE),create
25956,S&J FOOD MART (OLD HWY 5),create
25974,QT #829,create
26040,411 SUNOCO,create
26082,TOWN LAKE CHEVRON,create
26084,RACETRAC #075,create
26132,SUPER TARGET #2476,create
26150,ONE STOP @ WALKERS (HWY 52),create
26162,SUGAR VALLEY QUICK MART/TEXACO,create
26167,LIQUOR MART,create
26222,CVS #5418,create
26262,DOLLAR GENERAL #8272,create
26272,DOLLAR GENERAL #5850,create
26273,DOLLAR GENERAL #10226,create
26274,DOLLAR GENERAL #11371,create
26285,DOLLAR GENERAL #2081,create
26315,DOLLAR GENERAL #4703,create
26332,DOLLAR GENERAL #8382,create
26333,DOLLAR GENERAL #7839,create
26334,DOLLAR GENERAL #8671,create
26338,DOLLAR GENERAL #6124,create
26430,DG MARKET #9830,create
26431,DOLLAR GENERAL #8075,create
26432,DOLLAR GENERAL #8396,create
26433,DOLLAR GENERAL #9921,create
26434,DOLLAR GENERAL #4440,create
26435,DOLLAR GENERAL #6161,create
26436,DOLLAR GENERAL #6851,create
26438,DOLLAR GENERAL #4294,create
26462,DOLLAR GENERAL #9720,create
26493,DOLLAR GENERAL #8457,create
26494,DOLLAR GENERAL #4186,create
26500,DOLLAR GENERAL #2584,create
26501,DOLLAR GENERAL #3113,create
26502,DOLLAR GENERAL #8020,create
26503,DOLLAR GENERAL #3111,create
26513,DOLLAR GENERAL #1884,create
26514,DOLLAR GENERAL #10395,create
26515,DOLLAR GENERAL #11363,create
26516,DOLLAR GENERAL #9588,create
26525,DOLLAR GENERAL #6891,create
26526,DOLLAR GENERAL #10225,create
26529,DOLLAR GENERAL #00024,create
26530,DOLLAR GENERAL #6122,create
26531,DOLLAR GENERAL #10039,create
26532,DOLLAR GENERAL #3698,create
26533,DOLLAR GENERAL #7631,create
26544,DOLLAR GENERAL #10349,create
26545,DOLLAR GENERAL #1280,create
26546,DOLLAR GENERAL #10631,create
26547,DOLLAR GENERAL #00996,create
26548,DOLLAR GENERAL #11129,create
26549,DOLLAR GENERAL #3583,create
26555,DOLLAR GENERAL #6545,create
26556,DOLLAR GENERAL #01034,create
26557,DOLLAR GENERAL #2060,create
26563,DOLLAR GENERAL #00322,create
26564,DOLLAR GENERAL #10005,create
26565,DOLLAR GENERAL #7533,create
26730,DOLLAR GENERAL #6256,create
26810,MARTIN'S CORNER,create
26826,DOLLAR GENERAL #10288,create
26844,"THE FARMERS STORE, INC",create
26892,CIRCLE M #60,create
26955,WALMART SUPERCENTER #3485,create
26959,ABC CONVENIENCE STORE,create
26986,ABC LIQUOR & TOBOCCO OUTLET,create
27027,CITGO AMERI MART,create
27033,"ZAMAR, LLC",create
27049,PUBLIX #1248,create
27064,"LUCKY LOTTO, INC.",create
27169,RACETRAC #080,create
27171,HARRIS 5 FORKS,create
27194,JO-JO'S MARKET,create
27201,CVS #3086,create
27250,E&A FUEL,create
27270,NEW HOPE GROCERY,create
27302,CVS #8976,create
27317,DOLLAR GENERAL #11996,create
27354,RACEWAY 6854,create
27358,DOLLAR GENERAL #12335,create
27387,RED BUD FOOD,create
27394,VALERO N COBB,create
27398,PJ'S HOP IN,create
27403,MARKET ON 2ND (E 2ND AVE),create
27447,WALMART SUPERCENTER #5786,create
27467,CITGO FOODS,create
27482,CHUCK'S CORNER,create
27584,THE SPOT C-STORE & DELI,create
27592,QUICK PICK FOOD MART (JAY MASYIA INC),create
27596,BELLWOOD SUNOCO,create
27633,EZ MART (DEAN AVE SE),create
27642,SHELL FOOD MART (BALL GROUND HWY),create
27652,DOLLAR GENERAL #12628,create
27672,CHEVRON FOOD MART (HWY 53 E),create
27673,ROME FOOD MART,create
27688,ANIGHT CHEVRON (DEWS POND RD NE),create
27832,MAPLE MINIT SHOP (MAPLE RD SE),create
27881,CAGLES STOP & SHOP,create
27937,FAZ CORNER,create
28006,HOME DEPOT #116,create
28017,HOME DEPOT #133,create
28019,HOME DEPOT #139,create
28022,HOME DEPOT #145,create
28042,HOME DEPOT #1771,create
28050,HOME DEPOT #6943,create
28055,HOME DEPOT #8924,create
40031,FOOD LION #1437,create
40037,CHEVRON FOODMART,create
277796,LOVES TRAVEL CENTER #359,create
277917,DRAGON FOOD MART,create
277919,RELIANCE HOLDINGS INC.,create
277931,VICTORY (JFH BLVD),create
277933,BELLS FERRY FOOD MART,create
277944,FOOD MART & TOBACCO,create
277957,WALESKA VALERO,create
278087,BAND PETROLEUM(RACEWAY),create
278242,DAYALU CORPORATION,create
278260,CITGO (MARTHA BERRY HWY),create
278274,RACETRAC #618,create
278309,HARRYS PANTRY,create
278317,VILLAGESHOP,create
278340,BURNT HICKORY BP,create
278364,BLUE RIDGE BP,create
278371,LITTLE GIANT (N WALL ST),create
278375,HI-TECH FUEL,create
278391,MADDOX CIRCLE BP,create
278448,ROWLAND'S GENERAL STORE,create
278469,JOHN'S GROCERY,create
278492,KWIKWAY (BOOZE MTN RD),create
278523,FOOD MART GURDIT INC,create
278706,TARIZ BP,create
278719,DOLLAR GENERAL #13652,create
278729,DOLLAR GENERAL #13660,create
2788604,DOLLAR GENERAL #13733,create
27863169,XPRESS 2 FOOD MART,create
27863212,FIVE BELOW - WOODSTOCK SQUARE #613,create
27863219,REDMOND FOOD,create
27863241,RED BARN GROCERY,create
27863246,VICTORY EXPRESS,create
27863254,ALAN'S LUCKY MART,create
27863286,VALERO (HOWARD SIMMONS RD),create
27863314,COASTAL FOOD,create
27863513,STEP $ FETCH IT,create
27863619,RAINBOW CORNER (DEWS POND RD SE),create
27863620,FAIRMOUNT FD,create
27863686,CARTECAY MARKET LLC,create
27863769,ABC LIQUOR (CHEROKEE PL),create
27863796,VICTOR FOOD & GROCERY,create
27863989,WALGREENS #15180,create
27863992,DOLLAR GENERAL #14577,create
27864020,RHONDAS SHOPETTE,create
27864132,PUBLIX #1403,create
27864310,CENTER ST BAIT SHOP,create
27864426,DOLLAR GENERAL #14827,create
27864463,SUNOCO (JOE FRANK HARRIS PKWY),create
27864587,FIVE BELOW - CANTON MARKETPLACE,create
27864620,WALMART SUPERCENTER #5814,create
27864628,WALMART SUPERCENTER #5812,create
27864637,DOLLAR GENERAL #15193,create
27864684,PIGGLY WIGGLY (MAPLE RD SE),create
27864841,HWY 76 VENTURES LLC,create
27864848,DOLLAR GENERAL #15254,create
27864849,RACETRAC #2359,create
27864928,DOLLAR GENERAL #15342,create
27864947,POPLAR FOOD MART,create
27865083,STOP N GO ADAIRSVILLE,create
27865087,RACETRAC #2374,create
27865093,MURPHY OIL #7524,create
27865125,DOLLAR GENERAL #15446,create
27865156,WAREHOUSE LIQUOR,create
27865270,FOSTER'S MILL INC,create
27865335,VICTORY STOP N GO JASDD LLC,create
27865526,CALHOUN LIQUOR (N WALL ST),create
27867293,GMC VALUE-MART,create
27867439,QT #1714,create
27867712,CHEER'S LIQUOR,create
27867736,DOLLAR GENERAL #16760,create
27868042,RACETRAC #2331,create
27868092,KC'S SUPERMARKET,create
27868226,ROYAL SPIRIT,create
27868326,SAN RAFAEL,create
27868366,KROGER #629,create
27868384,EXPRESS SHOP,create
27868423,REBELS PANTRY(ETIHAD CORP),create
27868425,MURPHY OIL#7660,create
27868432,MINI MART STORE,create
27868531,BURNETT FERRY QUICK STOP,create
27868556,MURPHY OIL #8809,create
27868715,DOLLAR GENERAL #17892,create
27868821,GAS EXPRESS #189,create
27869179,H&M FOOD MART (WOODSTOCK),create
27869316,DOLLAR GENERAL #18135,create
27869319,DOLLAR GENERAL #18103,create
27869385,CIRCLE K #3636,create
27869437,MURPHY OIL # 8801,create
27869451,TIM BUK TU (S MAIN ST),create
27869592,JB'S FOOD MART,create
27869689,DIXIE FUEL EXPRESS 101,create
27869695,WEST ROME FOOD MART (SHORTER AVE),create
27869704,STOP & GO (CALHOUN AVE),create
27869716,JP #251 CARTERSVILLE,create
27869735,SHOP & GO,create
27869740,WOLFS GROCERY,create
27869798,SUNOCO FOODMART (ROME),create
27869860,DOLLAR GENERAL #18100,create
27870238,HOME DEPOT #6942,create
27870265,COUNTRY STORE (PURE),create
27870374,CITGO EXPRESS (TENNESSEE ST),create
27870599,GINGER'S GROCERY (DEWS POND RD),create
27870638,ELLIJAY MINI MART,create
27870640,RACETRAC #2482,create
27870716,A1 FOOD MART (JOE FRANK HARRIS PKWY),create
27870827,CHEROKEE LANDING TEXACO,create
27870863,DOLLAR GENERAL #19736,create
27870883,FIVE STAR ROME,create
27870914,RACETRAC #2502,create
27870921,Money Order - Cartersville,create
27870964,WALGREENS #17562,create
27870967,WALGREENS #17229,create
27870974,WALGREENS #17686,create
27870978,WALGREENS #17943,create
27870990,SHELL (BELLS FERRY RD),create
27871024,GORAR ACWORTH LLC,create
27871036,WALGREENS #17083,create
27871068,KNR GROUP LLC,create
27871116,VIP EXPRESS,create
27871124,DOLLAR GENERAL #20025,create
27871163,ELLIJAY BP,create
27871838,SAMRAS1 LLC,create
27871841,OLD TWIN TANKS STORE,create
27871883,FOOD CITY #212,create
27871884,SPEEDWAY #7209,create
27871888,AMERICAN DREAM CONVENIENCE,create
27871921,IAN'S MARKET #58,create
27872085,RACETRAC #2512,create
27872339,EXTRA MILE #8015,create
27872363,DOLLAR GENERAL #21151,create
27872389,LOVES TRAVEL CENTER #735,create
27872394,RACETRAC #2551,create
27872480,CHEVRON FOOD MART (GASDEN RD),create
27872534,FAMILY DOLLAR #10480,create
27872556,FAMILY DOLLAR #1139,create
27872632,FAMILY DOLLAR #276,create
27872634,FAMILY DOLLAR #283,create
27872640,FAMILY DOLLAR #290,create
27872663,FAMILY DOLLAR #3509,create
27872682,FAMILY DOLLAR #4155,create
27872688,FAMILY DOLLAR #4248,create
27872700,FAMILY DOLLAR #4697,create
27872722,FAMILY DOLLAR #5651,create
27872741,FAMILY DOLLAR #660,create
27873094,SHANNON GROCERY,create
27873118,WALGREENS #17697,create
27873168,GS FLEET,create
27873175,AI FOOD MART,create
27873619,MARTHA LLC,create
27873679,LIDL #1415,create
27873843,SM SHAKILA ENTERPRISE,create
27873864,RACETRAC #2582,create
27873897,QT #752,create
27874022,ALIF STORE INC,create
27874027,FIVE BELOW #6085,create
27874030,POUDEL FOOD MART,create
27874033,CIRCLE K #2654212,create
27874054,THE GRAPE GARDEN,create
27874058,QT #1727,create
27874152,LOWE'S HOME IMPROVEMENT #190,create
27874154,LOWE'S HOME IMPROVEMENT #1513,create
27874155,LOWE'S HOME IMPROVEMENT #543,create
27874156,LOWE'S HOME IMPROVEMENT #1793,create
27874157,LOWE'S HOME IMPROVEMENT #2838,create
27874200,DIANE'S COUNTRY STORE,create
27874302,A-1 FOOD MART (BURNETT RD),create
27874417,DOLLAR GENERAL #22601,create
27874426,CHEVRON (HAPPY FOOD MART 2),create
27874458,SHREE MAHALAXMI 108,create
27874462,CARRINGTON COFFEE,create
27874562,AYDIN FOOD MART,create
27874594,BUC-EE'S #52,create
27874604,CAVE SPRING USA LLC,create
27874612,DOLLAR GENERAL #22718,create
27874641,ONE STOP SHOP (TENNESSEE ST),create
27874689,CJ'S MARKET,create
27874781,CEDAR TOWN FOOD MART LLC,create
27874816,DOLLAR GENERAL #23135,create
27874834,CARL'S CAFE RACETRAC,create
27874879,SPEEDWAY (J&J VENTURES),create
27874880,DOLLAR GENERAL #23184,create
27874967,FIVE BELOW #6188,create
27874978,DOLLAR GENERAL #23441,create
27875000,DOLLAR GENERAL #23495,create
27875073,PHMI GROUP (MARTHA BERRY),create
27875105,CARTERSVILLE COUNTRY STORE,create
27875109,SONI 2022 INC,create
27875164,AVINS QUICK STOP,create
27875191,SWEET SHANIYA,create
27875208,NEEL'S MARKET (CALHOUN),create
27875221,DOLLAR GENERAL #23889,create
27875229,RACETRAC #2312,create
27875446,DOLLAR GENERAL #24153,create
27875467,GABE'S #103,create
27875513,EMERSON COUTRY STORE,create
27875550,CANTON WINE AND SPIRITS,create
27875583,FOOD CITY #218,create
27875592,BIG TIME BEVERAGE,create
27875637,POP SHELF #23645,create
27875675,MT OLIVE CROSSING LLC,create
27875698,STOP AND GO (DEAN AVE),create
27875704,BP EXPRESS FOOD MART,create
27875774,MOUNTAIN BEAUTY LLC,create
27875806,WALESKA LIQUOR,create
27875941,ROYAL EXPRESS,create
27875950,DOLLAR GENERAL #24860,create
27875967,ANTIOCH FOOD MART,create
27876014,RIVERSTONE BEVERAGE,create
27876050,DOLLAR GENERAL #24938,create
27876051,DOLLAR GENERAL #24859,create
27876140,EXXON (ROCKET),create
27876187,ACADEMY #199,create
27876219,CANTON BP,create
27876227,DOLLAR GENERAL #24857,create
27876303,DOLLAR GENERAL #25255,create
27876326,AMSH 2320 LLC,create
27876432,TRACK FOOD MART,create
27876442,ROYAL FOOD MART (CEDARTOWN),create
27876454,ANDY'S FOOD MART (BLUE RIDGE),create
27876471,COSTA CANTON,create
27876475,K&A MART LLC,create
27876482,DOLLAR GENERAL #25388,create
27876506,ON THE ROCKS BEVERAGE,create
27876534,CITGO FOOD MART (ROME),create
27876615,CIRCLE K #2709342,create
27876637,SHREE GANESH HWY 60 LLC,create
27876691,CITY LIQUOR,create
27876717,SUNNY'S FOOD MART,create
27876723,BP TO GO (SEVEN HILLS PLAZE),create
27876726,KWIK SERVE 3,create
27876729,7 HILL FOOD MART,create
27876753,DOLLAR TREE #7776,create
27876780,DOLLAR TREE #3477,create
27876782,DOLLAR TREE #763,create
27876784,DOLLAR TREE #500,create
27876885,DOLLAR TREE #8280,create
27876886,DOLLAR TREE #2156,create
27876914,DOLLAR TREE #1309,create
27876929,LIQUOR STOP (MCCALL),create
27876931,SVN HILLS SPIRITS & WINE,create
27876943,BROAD FOOD MART,create
27876988,JASPER BP,create
27877000,DOLLAR TREE #9718,create
27877007,FIVE BELOW #6292,create
27877079,WEST AVENUE FOODMART LLC,create
27877143,LEGACY MART,create
27877179,EXTRA MILE #8019,create
27877190,ONE NADIA GAS EXPRESS,create
27877224,DOLLAR GENERAL #25789,create
27877230,GRAB N GO (ADAIRSVILLE),create
27877236,TJ FOODS (FAIRMOUNT),create
27877299,SHORTER MARATHON,create
27877306,BP CANTON,create
27877323,RACETRAC #2631,create
27877336,DOLLAR GENERAL #30201,create
27877346,SIXES ROAD SHELL,create
27877362,QT #1749,create
27877427,MINIT SAVER ACWORTH,create
27877454,ARAGON FOOD MART,create
27877515,ROAD RUNNER (ROME),create
27877570,CHEVRON FOOD MART (HWY 20),create
27877573,BALLGROUND USA,create
27877625,CALHOUN FOOD MART,create
27877629,WHITE G4 LOC,create
27877776,PATHWAY TRAVEL PLAZA,create
27877789,TEEK15,create
27877792,DOLLAR TREE #525,create
27877800,DOLLAR TREE #2783,create
27877808,DOLLAR TREE #4768,create
27877871,DOLLAR TREE #6568,create
27877986,DOLLAR GENERAL #30530,create
27877988,CIRCLE K GAS EXPRESS #264,create
27878018,ROCKET 2,create
27878019,ALLATOONA LIQUOR AND WINE,create
27878044,TEDDY'S MARKET,create
27878047,DOLLAR GENERAL #30765,create
27878118,MINI FOOD MART (JOE FRANK),create
27878149,REDMOND GROCERIES,create
27878159,FUEL AVENUE,create
27878188,EMERSON FOOD MART,create
27878192,ASHLYN FOOD AND FUEL,create
27878199,DOLLAR GENERAL #30666,create
27878209,TEDDY'S MARKET (BALL GROUND),create
27878230,COOSA FOOD MART,create
27878236,DOLLAR TREE #9870,create
27878270,ARM 79 INC,create
27878307,CIRCLE K/GAS EXPRESS #188,create
27878322,MINIT SAVE TRUCK STOP,create
27878328,PUBLIX #2047,create
27878332,CHEVRON FOOD MART (RIVERSTONE PKWY),create
27878334,GOVIND 24,create
27878353,CIRCLE K GAS EXPRESS #219,create
27878406,WIN WIN STOP,create
27878436,TEEK 10,create
27878439,EZ SHOP (ROME),create
27878508,MAJIK MARKET (ACWORTH),create
27878522,EXTRAMILE #8068,create
27878559,CIRCLE K/GAS EXPRESS #148,create
27878560,GARDEN LAKES FOOD AND BEVERAGE,create
27878570,ROYAL EXPRESS #2,create
27878593,ACADEMY #381,create
27878595,MAIN STREET DOLLAR STORE,create
27878600,COMMUNITY SHOP,create
27878606,YORKVILLE BP,create
27878612,CALHOUN BOTTLE SHOP,create
27878651,KESHAV,create
27878682,QUICK QUEST,create
27878691,DOLLAR TREE #10182,create
27878722,BARREL HOUSE COFFEE,create
27878744,ARCO QUICK STOP,create
27878755,MURPHY OIL #7094,create
27878760,CLAYTON FOOD MART,create
27878762,DHARMA,create
9397,ROCKY FOOD MART (WASHINGTON HWY),create
9870,SUPER CHEAP MARKET,create
9875,HI-TECH CLEVELAND HWY,create
9938,JASPER TOBACC & BEVERAGE,create
10071,SWIFT MARKET,create
10088,DBP,create
10090,ABC TOBACCO MART #5,create
10101,ABC TOBACCO & PACKAGE,create
10407,AP HANDY SHOP,create
11217,CATLETT GROCERY,create
11694,CITGO FOOD (LEE HWY),create
11816,CLEVELAND FAMILY STORE,create
11918,CONOCO FOOD MART (LEE HWY),create
11952,KWIK SERV #1,create
12207,CVS #2426,create
